split,batch_idx,shard_file,n,feature_dim,elapsed_batch_sec
train,52,train_features_000052.pt,8,1024,0.09057784080505371
train,53,train_features_000053.pt,8,1024,0.1035921573638916
train,54,train_features_000054.pt,8,1024,0.15127778053283691
train,55,train_features_000055.pt,8,1024,0.09121489524841309
train,56,train_features_000056.pt,8,1024,0.09278702735900879
train,57,train_features_000057.pt,8,1024,0.09803390502929688
train,58,train_features_000058.pt,8,1024,0.09029388427734375
train,59,train_features_000059.pt,8,1024,0.12749338150024414
train,60,train_features_000060.pt,8,1024,0.09438824653625488
train,61,train_features_000061.pt,8,1024,0.09678435325622559
train,62,train_features_000062.pt,8,1024,0.0902400016784668
train,63,train_features_000063.pt,8,1024,0.0898275375366211
train,64,train_features_000064.pt,8,1024,0.09497809410095215
train,65,train_features_000065.pt,8,1024,0.0959615707397461
train,66,train_features_000066.pt,8,1024,0.09889554977416992
train,67,train_features_000067.pt,8,1024,0.09483098983764648
train,68,train_features_000068.pt,8,1024,0.09043669700622559
train,69,train_features_000069.pt,8,1024,0.09039473533630371
train,70,train_features_000070.pt,8,1024,0.09071540832519531
train,71,train_features_000071.pt,8,1024,0.09064197540283203
train,72,train_features_000072.pt,8,1024,0.09375667572021484
train,73,train_features_000073.pt,8,1024,0.09124898910522461
train,74,train_features_000074.pt,8,1024,0.09093308448791504
train,75,train_features_000075.pt,8,1024,0.09331846237182617
train,76,train_features_000076.pt,8,1024,0.09013009071350098
train,77,train_features_000077.pt,8,1024,0.1403200626373291
train,78,train_features_000078.pt,8,1024,0.12389612197875977
train,79,train_features_000079.pt,8,1024,0.09061479568481445
train,80,train_features_000080.pt,8,1024,0.1266169548034668
train,81,train_features_000081.pt,8,1024,0.09057092666625977
train,82,train_features_000082.pt,8,1024,0.09048771858215332
train,83,train_features_000083.pt,8,1024,0.09110403060913086
train,84,train_features_000084.pt,8,1024,0.10777497291564941
train,85,train_features_000085.pt,8,1024,0.09230709075927734
train,86,train_features_000086.pt,8,1024,0.09026169776916504
train,87,train_features_000087.pt,8,1024,0.0905919075012207
train,88,train_features_000088.pt,8,1024,0.0950462818145752
train,89,train_features_000089.pt,8,1024,0.09174227714538574
train,90,train_features_000090.pt,8,1024,0.09064984321594238
train,91,train_features_000091.pt,8,1024,0.1525285243988037
train,92,train_features_000092.pt,8,1024,0.09804415702819824
train,93,train_features_000093.pt,8,1024,0.09898042678833008
train,94,train_features_000094.pt,8,1024,0.09094095230102539
train,95,train_features_000095.pt,8,1024,0.09098124504089355
train,96,train_features_000096.pt,8,1024,0.09032082557678223
train,97,train_features_000097.pt,8,1024,0.09270763397216797
train,98,train_features_000098.pt,8,1024,0.1086583137512207
train,99,train_features_000099.pt,8,1024,0.09164190292358398
train,100,train_features_000100.pt,8,1024,0.09101748466491699
train,101,train_features_000101.pt,8,1024,0.09078574180603027
train,102,train_features_000102.pt,8,1024,0.09072065353393555
train,103,train_features_000103.pt,8,1024,0.09526467323303223
train,104,train_features_000104.pt,8,1024,0.09752798080444336
train,105,train_features_000105.pt,8,1024,0.11516642570495605
train,106,train_features_000106.pt,8,1024,0.09093379974365234
train,107,train_features_000107.pt,8,1024,0.10341382026672363
train,108,train_features_000108.pt,8,1024,0.0959773063659668
train,109,train_features_000109.pt,8,1024,0.1223914623260498
train,110,train_features_000110.pt,8,1024,0.0905153751373291
train,111,train_features_000111.pt,8,1024,0.11955046653747559
train,112,train_features_000112.pt,8,1024,0.09716582298278809
train,113,train_features_000113.pt,8,1024,0.12817835807800293
train,114,train_features_000114.pt,8,1024,0.0926198959350586
train,115,train_features_000115.pt,8,1024,0.14762425422668457
train,116,train_features_000116.pt,8,1024,0.09049177169799805
train,117,train_features_000117.pt,8,1024,0.09119200706481934
train,118,train_features_000118.pt,8,1024,0.09034538269042969
train,119,train_features_000119.pt,8,1024,0.09079360961914062
train,120,train_features_000120.pt,8,1024,0.09063434600830078
train,121,train_features_000121.pt,8,1024,0.1322634220123291
train,122,train_features_000122.pt,8,1024,0.09830379486083984
train,123,train_features_000123.pt,8,1024,0.09063315391540527
train,124,train_features_000124.pt,8,1024,0.09090781211853027
train,125,train_features_000125.pt,8,1024,0.0944068431854248
train,126,train_features_000126.pt,8,1024,0.09953618049621582
train,127,train_features_000127.pt,8,1024,0.09195232391357422
train,128,train_features_000128.pt,8,1024,0.14134764671325684
train,129,train_features_000129.pt,8,1024,0.12873315811157227
train,130,train_features_000130.pt,8,1024,0.09134078025817871
train,131,train_features_000131.pt,8,1024,0.09064793586730957
train,132,train_features_000132.pt,8,1024,0.13559532165527344
train,133,train_features_000133.pt,8,1024,0.12119364738464355
train,134,train_features_000134.pt,8,1024,0.09089016914367676
train,135,train_features_000135.pt,8,1024,0.14530301094055176
train,136,train_features_000136.pt,8,1024,0.09072303771972656
train,137,train_features_000137.pt,8,1024,0.13495755195617676
train,138,train_features_000138.pt,8,1024,0.0911855697631836
train,139,train_features_000139.pt,8,1024,0.09467101097106934
train,140,train_features_000140.pt,8,1024,0.09145498275756836
train,141,train_features_000141.pt,8,1024,0.10343480110168457
train,142,train_features_000142.pt,8,1024,0.09533548355102539
train,143,train_features_000143.pt,8,1024,0.09073829650878906
train,144,train_features_000144.pt,8,1024,0.12803888320922852
train,145,train_features_000145.pt,8,1024,0.09386587142944336
train,146,train_features_000146.pt,8,1024,0.12286090850830078
train,147,train_features_000147.pt,8,1024,0.11117267608642578
train,148,train_features_000148.pt,8,1024,0.09106183052062988
train,149,train_features_000149.pt,8,1024,0.08947372436523438
train,150,train_features_000150.pt,8,1024,0.09155988693237305
train,151,train_features_000151.pt,8,1024,0.10300731658935547
train,152,train_features_000152.pt,8,1024,0.09102249145507812
train,153,train_features_000153.pt,8,1024,0.0905611515045166
train,154,train_features_000154.pt,8,1024,0.12939190864562988
train,155,train_features_000155.pt,8,1024,0.0909116268157959
train,156,train_features_000156.pt,8,1024,0.09842252731323242
train,157,train_features_000157.pt,8,1024,0.09095358848571777
train,158,train_features_000158.pt,8,1024,0.09121417999267578
train,159,train_features_000159.pt,8,1024,0.09077715873718262
train,160,train_features_000160.pt,8,1024,0.0962991714477539
train,161,train_features_000161.pt,8,1024,0.09751200675964355
train,162,train_features_000162.pt,8,1024,0.09122800827026367
train,163,train_features_000163.pt,8,1024,0.09096121788024902
train,164,train_features_000164.pt,8,1024,0.12660527229309082
train,165,train_features_000165.pt,8,1024,0.11547255516052246
train,166,train_features_000166.pt,8,1024,0.1131441593170166
train,167,train_features_000167.pt,8,1024,0.09751009941101074
train,168,train_features_000168.pt,8,1024,0.13907980918884277
train,169,train_features_000169.pt,8,1024,0.09066319465637207
train,170,train_features_000170.pt,8,1024,0.0913383960723877
train,171,train_features_000171.pt,8,1024,0.09079599380493164
train,172,train_features_000172.pt,8,1024,0.09160709381103516
train,173,train_features_000173.pt,8,1024,0.08970832824707031
train,174,train_features_000174.pt,8,1024,0.09119129180908203
train,175,train_features_000175.pt,8,1024,0.08983373641967773
train,176,train_features_000176.pt,8,1024,0.09112811088562012
train,177,train_features_000177.pt,8,1024,0.0981142520904541
train,178,train_features_000178.pt,8,1024,0.09074807167053223
train,179,train_features_000179.pt,8,1024,0.12208032608032227
train,180,train_features_000180.pt,8,1024,0.09108972549438477
train,181,train_features_000181.pt,8,1024,0.09077858924865723
train,182,train_features_000182.pt,8,1024,0.09093165397644043
train,183,train_features_000183.pt,8,1024,0.09051227569580078
train,184,train_features_000184.pt,8,1024,0.09070324897766113
train,185,train_features_000185.pt,8,1024,0.12755584716796875
train,186,train_features_000186.pt,8,1024,0.09535789489746094
train,187,train_features_000187.pt,8,1024,0.09024930000305176
train,188,train_features_000188.pt,8,1024,0.09385251998901367
train,189,train_features_000189.pt,8,1024,0.09105753898620605
train,190,train_features_000190.pt,8,1024,0.08970427513122559
train,191,train_features_000191.pt,8,1024,0.1456317901611328
train,192,train_features_000192.pt,8,1024,0.12363934516906738
train,193,train_features_000193.pt,8,1024,0.09095406532287598
train,194,train_features_000194.pt,8,1024,0.0944375991821289
train,195,train_features_000195.pt,8,1024,0.09887862205505371
train,196,train_features_000196.pt,8,1024,0.09035110473632812
train,197,train_features_000197.pt,8,1024,0.09035873413085938
train,198,train_features_000198.pt,8,1024,0.12218713760375977
train,199,train_features_000199.pt,8,1024,0.09035396575927734
train,200,train_features_000200.pt,8,1024,0.09062671661376953
train,201,train_features_000201.pt,8,1024,0.09105658531188965
train,202,train_features_000202.pt,8,1024,0.14954543113708496
train,203,train_features_000203.pt,8,1024,0.09665584564208984
train,204,train_features_000204.pt,8,1024,0.09163379669189453
train,205,train_features_000205.pt,8,1024,0.0898745059967041
train,206,train_features_000206.pt,8,1024,0.1500835418701172
train,207,train_features_000207.pt,8,1024,0.09626364707946777
train,208,train_features_000208.pt,8,1024,0.09894108772277832
train,209,train_features_000209.pt,8,1024,0.09471893310546875
train,210,train_features_000210.pt,8,1024,0.09105229377746582
train,211,train_features_000211.pt,8,1024,0.14108991622924805
train,212,train_features_000212.pt,8,1024,0.09529995918273926
train,213,train_features_000213.pt,8,1024,0.0911104679107666
train,214,train_features_000214.pt,8,1024,0.1199183464050293
train,215,train_features_000215.pt,8,1024,0.1276845932006836
train,216,train_features_000216.pt,8,1024,0.09104204177856445
train,217,train_features_000217.pt,8,1024,0.0905454158782959
train,218,train_features_000218.pt,8,1024,0.09121561050415039
train,219,train_features_000219.pt,8,1024,0.09088897705078125
train,220,train_features_000220.pt,8,1024,0.14614081382751465
train,221,train_features_000221.pt,8,1024,0.09088921546936035
train,222,train_features_000222.pt,8,1024,0.1466836929321289
train,223,train_features_000223.pt,8,1024,0.09088373184204102
train,224,train_features_000224.pt,8,1024,0.09116101264953613
train,225,train_features_000225.pt,8,1024,0.1362743377685547
train,226,train_features_000226.pt,8,1024,0.10349178314208984
train,227,train_features_000227.pt,8,1024,0.09372162818908691
train,228,train_features_000228.pt,8,1024,0.12404537200927734
train,229,train_features_000229.pt,8,1024,0.09361004829406738
train,230,train_features_000230.pt,8,1024,0.09145736694335938
train,231,train_features_000231.pt,8,1024,0.09848475456237793
train,232,train_features_000232.pt,8,1024,0.11228299140930176
train,233,train_features_000233.pt,8,1024,0.09511423110961914
train,234,train_features_000234.pt,8,1024,0.09046626091003418
train,235,train_features_000235.pt,8,1024,0.09354352951049805
train,236,train_features_000236.pt,8,1024,0.13971734046936035
train,237,train_features_000237.pt,8,1024,0.09348940849304199
train,238,train_features_000238.pt,8,1024,0.11274909973144531
train,239,train_features_000239.pt,8,1024,0.09291982650756836
train,240,train_features_000240.pt,8,1024,0.09016227722167969
train,241,train_features_000241.pt,8,1024,0.09564828872680664
train,242,train_features_000242.pt,8,1024,0.0910954475402832
train,243,train_features_000243.pt,8,1024,0.1237039566040039
train,244,train_features_000244.pt,8,1024,0.09021544456481934
train,245,train_features_000245.pt,8,1024,0.09784603118896484
train,246,train_features_000246.pt,8,1024,0.0914618968963623
train,247,train_features_000247.pt,8,1024,0.1027529239654541
train,248,train_features_000248.pt,8,1024,0.09092283248901367
train,249,train_features_000249.pt,8,1024,0.09893441200256348
train,250,train_features_000250.pt,8,1024,0.0904550552368164
train,251,train_features_000251.pt,8,1024,0.10075998306274414
train,252,train_features_000252.pt,8,1024,0.09092259407043457
train,253,train_features_000253.pt,8,1024,0.09341216087341309
train,254,train_features_000254.pt,8,1024,0.11347579956054688
train,255,train_features_000255.pt,8,1024,0.09350204467773438
train,256,train_features_000256.pt,8,1024,0.1446542739868164
train,257,train_features_000257.pt,8,1024,0.0935666561126709
train,258,train_features_000258.pt,8,1024,0.1004185676574707
train,259,train_features_000259.pt,8,1024,0.09351634979248047
train,260,train_features_000260.pt,8,1024,0.09063863754272461
train,261,train_features_000261.pt,8,1024,0.09405350685119629
train,262,train_features_000262.pt,8,1024,0.12646985054016113
train,263,train_features_000263.pt,8,1024,0.09312176704406738
train,264,train_features_000264.pt,8,1024,0.0900263786315918
train,265,train_features_000265.pt,8,1024,0.09424805641174316
train,266,train_features_000266.pt,8,1024,0.09081196784973145
train,267,train_features_000267.pt,8,1024,0.09298563003540039
train,268,train_features_000268.pt,8,1024,0.13046717643737793
train,269,train_features_000269.pt,8,1024,0.1404569149017334
train,270,train_features_000270.pt,8,1024,0.09005188941955566
train,271,train_features_000271.pt,8,1024,0.09315729141235352
train,272,train_features_000272.pt,8,1024,0.09003543853759766
train,273,train_features_000273.pt,8,1024,0.09289407730102539
train,274,train_features_000274.pt,8,1024,0.11396384239196777
train,275,train_features_000275.pt,8,1024,0.09290289878845215
train,276,train_features_000276.pt,8,1024,0.13544487953186035
train,277,train_features_000277.pt,8,1024,0.09454345703125
train,278,train_features_000278.pt,8,1024,0.12589550018310547
train,279,train_features_000279.pt,8,1024,0.15084457397460938
train,280,train_features_000280.pt,8,1024,0.0898292064666748
train,281,train_features_000281.pt,8,1024,0.15085744857788086
train,282,train_features_000282.pt,8,1024,0.09524798393249512
train,283,train_features_000283.pt,8,1024,0.11591792106628418
train,284,train_features_000284.pt,8,1024,0.08995676040649414
train,285,train_features_000285.pt,8,1024,0.09337782859802246
train,286,train_features_000286.pt,8,1024,0.09013080596923828
train,287,train_features_000287.pt,8,1024,0.1541903018951416
train,288,train_features_000288.pt,8,1024,0.11552906036376953
train,289,train_features_000289.pt,8,1024,0.1387317180633545
train,290,train_features_000290.pt,8,1024,0.15760254859924316
train,291,train_features_000291.pt,8,1024,0.10235118865966797
train,292,train_features_000292.pt,8,1024,0.09036660194396973
train,293,train_features_000293.pt,8,1024,0.09336113929748535
train,294,train_features_000294.pt,8,1024,0.09026288986206055
train,295,train_features_000295.pt,8,1024,0.09895110130310059
train,296,train_features_000296.pt,8,1024,0.13219738006591797
train,297,train_features_000297.pt,8,1024,0.09697842597961426
train,298,train_features_000298.pt,8,1024,0.09128952026367188
train,299,train_features_000299.pt,8,1024,0.0928795337677002
train,300,train_features_000300.pt,8,1024,0.12187981605529785
train,301,train_features_000301.pt,8,1024,0.14566516876220703
train,302,train_features_000302.pt,8,1024,0.08997821807861328
train,303,train_features_000303.pt,8,1024,0.1423497200012207
train,304,train_features_000304.pt,8,1024,0.1372075080871582
train,305,train_features_000305.pt,8,1024,0.09347176551818848
train,306,train_features_000306.pt,8,1024,0.0935525894165039
train,307,train_features_000307.pt,8,1024,0.09327173233032227
train,308,train_features_000308.pt,8,1024,0.11176705360412598
train,309,train_features_000309.pt,8,1024,0.11565971374511719
train,310,train_features_000310.pt,8,1024,0.11200809478759766
train,311,train_features_000311.pt,8,1024,0.09293484687805176
train,312,train_features_000312.pt,8,1024,0.0900108814239502
train,313,train_features_000313.pt,8,1024,0.11388778686523438
train,314,train_features_000314.pt,8,1024,0.1107931137084961
train,315,train_features_000315.pt,8,1024,0.09291243553161621
train,316,train_features_000316.pt,8,1024,0.09276747703552246
train,317,train_features_000317.pt,8,1024,0.09317159652709961
train,318,train_features_000318.pt,8,1024,0.10790514945983887
train,319,train_features_000319.pt,8,1024,0.09404206275939941
train,320,train_features_000320.pt,8,1024,0.10157537460327148
train,321,train_features_000321.pt,8,1024,0.09296011924743652
train,322,train_features_000322.pt,8,1024,0.12193417549133301
train,323,train_features_000323.pt,8,1024,0.10196423530578613
train,324,train_features_000324.pt,8,1024,0.09237265586853027
train,325,train_features_000325.pt,8,1024,0.11611485481262207
train,326,train_features_000326.pt,8,1024,0.09049153327941895
train,327,train_features_000327.pt,8,1024,0.12417769432067871
train,328,train_features_000328.pt,8,1024,0.14322400093078613
train,329,train_features_000329.pt,8,1024,0.09308075904846191
train,330,train_features_000330.pt,8,1024,0.09471678733825684
train,331,train_features_000331.pt,8,1024,0.10216760635375977
train,332,train_features_000332.pt,8,1024,0.0928189754486084
train,333,train_features_000333.pt,8,1024,0.0994260311126709
train,334,train_features_000334.pt,8,1024,0.0901334285736084
train,335,train_features_000335.pt,8,1024,0.10820865631103516
train,336,train_features_000336.pt,8,1024,0.09046554565429688
train,337,train_features_000337.pt,8,1024,0.0934145450592041
train,338,train_features_000338.pt,8,1024,0.09016084671020508
train,339,train_features_000339.pt,8,1024,0.09322762489318848
train,340,train_features_000340.pt,8,1024,0.09044766426086426
train,341,train_features_000341.pt,8,1024,0.09274053573608398
train,342,train_features_000342.pt,8,1024,0.14428925514221191
train,343,train_features_000343.pt,8,1024,0.0930776596069336
train,344,train_features_000344.pt,8,1024,0.09018540382385254
train,345,train_features_000345.pt,8,1024,0.0929877758026123
train,346,train_features_000346.pt,8,1024,0.09495258331298828
train,347,train_features_000347.pt,8,1024,0.09317469596862793
train,348,train_features_000348.pt,8,1024,0.09021282196044922
train,349,train_features_000349.pt,8,1024,0.11654376983642578
train,350,train_features_000350.pt,8,1024,0.09445595741271973
train,351,train_features_000351.pt,8,1024,0.0929269790649414
train,352,train_features_000352.pt,8,1024,0.09001803398132324
train,353,train_features_000353.pt,8,1024,0.09499716758728027
train,354,train_features_000354.pt,8,1024,0.09009504318237305
train,355,train_features_000355.pt,8,1024,0.09315872192382812
train,356,train_features_000356.pt,8,1024,0.12696433067321777
train,357,train_features_000357.pt,8,1024,0.09833717346191406
train,358,train_features_000358.pt,8,1024,0.09008479118347168
train,359,train_features_000359.pt,8,1024,0.09319472312927246
train,360,train_features_000360.pt,8,1024,0.12411332130432129
train,361,train_features_000361.pt,8,1024,0.1621568202972412
train,362,train_features_000362.pt,8,1024,0.09051299095153809
train,363,train_features_000363.pt,8,1024,0.0929257869720459
train,364,train_features_000364.pt,8,1024,0.09064793586730957
train,365,train_features_000365.pt,8,1024,0.09586930274963379
train,366,train_features_000366.pt,8,1024,0.12688803672790527
train,367,train_features_000367.pt,8,1024,0.14234709739685059
train,368,train_features_000368.pt,8,1024,0.13523244857788086
train,369,train_features_000369.pt,8,1024,0.0930640697479248
train,370,train_features_000370.pt,8,1024,0.09066939353942871
train,371,train_features_000371.pt,8,1024,0.09378647804260254
train,372,train_features_000372.pt,8,1024,0.14047884941101074
train,373,train_features_000373.pt,8,1024,0.09387755393981934
train,374,train_features_000374.pt,8,1024,0.14354324340820312
train,375,train_features_000375.pt,8,1024,0.09354186058044434
train,376,train_features_000376.pt,8,1024,0.09105873107910156
train,377,train_features_000377.pt,8,1024,0.14362597465515137
train,378,train_features_000378.pt,8,1024,0.09039688110351562
train,379,train_features_000379.pt,8,1024,0.11107158660888672
train,380,train_features_000380.pt,8,1024,0.09253597259521484
train,381,train_features_000381.pt,8,1024,0.09308981895446777
train,382,train_features_000382.pt,8,1024,0.12339162826538086
train,383,train_features_000383.pt,8,1024,0.09285235404968262
train,384,train_features_000384.pt,8,1024,0.09048724174499512
train,385,train_features_000385.pt,8,1024,0.14003396034240723
train,386,train_features_000386.pt,8,1024,0.1008443832397461
train,387,train_features_000387.pt,8,1024,0.09318089485168457
train,388,train_features_000388.pt,8,1024,0.12267923355102539
train,389,train_features_000389.pt,8,1024,0.09354496002197266
train,390,train_features_000390.pt,8,1024,0.10069155693054199
train,391,train_features_000391.pt,8,1024,0.10590171813964844
train,392,train_features_000392.pt,8,1024,0.09345769882202148
train,393,train_features_000393.pt,8,1024,0.0943136215209961
train,394,train_features_000394.pt,8,1024,0.09038281440734863
train,395,train_features_000395.pt,8,1024,0.13837695121765137
train,396,train_features_000396.pt,8,1024,0.09093523025512695
train,397,train_features_000397.pt,8,1024,0.0935211181640625
train,398,train_features_000398.pt,8,1024,0.14061641693115234
train,399,train_features_000399.pt,8,1024,0.1413261890411377
train,400,train_features_000400.pt,8,1024,0.13537073135375977
train,401,train_features_000401.pt,8,1024,0.09363937377929688
train,402,train_features_000402.pt,8,1024,0.09963250160217285
train,403,train_features_000403.pt,8,1024,0.11843466758728027
train,404,train_features_000404.pt,8,1024,0.10974955558776855
train,405,train_features_000405.pt,8,1024,0.13575053215026855
train,406,train_features_000406.pt,8,1024,0.08983254432678223
train,407,train_features_000407.pt,8,1024,0.09293723106384277
train,408,train_features_000408.pt,8,1024,0.09038949012756348
train,409,train_features_000409.pt,8,1024,0.11506938934326172
train,410,train_features_000410.pt,8,1024,0.1338498592376709
train,411,train_features_000411.pt,8,1024,0.09328532218933105
train,412,train_features_000412.pt,8,1024,0.1447603702545166
train,413,train_features_000413.pt,8,1024,0.09358406066894531
train,414,train_features_000414.pt,8,1024,0.09036898612976074
train,415,train_features_000415.pt,8,1024,0.09393453598022461
train,416,train_features_000416.pt,8,1024,0.09061646461486816
train,417,train_features_000417.pt,8,1024,0.0939340591430664
train,418,train_features_000418.pt,8,1024,0.12926840782165527
train,419,train_features_000419.pt,8,1024,0.09373855590820312
train,420,train_features_000420.pt,8,1024,0.09016084671020508
train,421,train_features_000421.pt,8,1024,0.11372160911560059
train,422,train_features_000422.pt,8,1024,0.09091448783874512
train,423,train_features_000423.pt,8,1024,0.10409951210021973
train,424,train_features_000424.pt,8,1024,0.10154008865356445
train,425,train_features_000425.pt,8,1024,0.09377288818359375
train,426,train_features_000426.pt,8,1024,0.09153437614440918
train,427,train_features_000427.pt,8,1024,0.11535882949829102
train,428,train_features_000428.pt,8,1024,0.1312253475189209
train,429,train_features_000429.pt,8,1024,0.09336376190185547
train,430,train_features_000430.pt,8,1024,0.13727068901062012
train,431,train_features_000431.pt,8,1024,0.1361072063446045
train,432,train_features_000432.pt,8,1024,0.09097003936767578
train,433,train_features_000433.pt,8,1024,0.09344315528869629
train,434,train_features_000434.pt,8,1024,0.09074282646179199
train,435,train_features_000435.pt,8,1024,0.11516785621643066
train,436,train_features_000436.pt,8,1024,0.0906667709350586
train,437,train_features_000437.pt,8,1024,0.10033464431762695
train,438,train_features_000438.pt,8,1024,0.09082865715026855
train,439,train_features_000439.pt,8,1024,0.13292241096496582
train,440,train_features_000440.pt,8,1024,0.09096145629882812
train,441,train_features_000441.pt,8,1024,0.09362435340881348
train,442,train_features_000442.pt,8,1024,0.09075355529785156
train,443,train_features_000443.pt,8,1024,0.09355926513671875
train,444,train_features_000444.pt,8,1024,0.09819221496582031
train,445,train_features_000445.pt,8,1024,0.09585046768188477
train,446,train_features_000446.pt,8,1024,0.0988922119140625
train,447,train_features_000447.pt,8,1024,0.1202077865600586
train,448,train_features_000448.pt,8,1024,0.0909421443939209
train,449,train_features_000449.pt,8,1024,0.09362602233886719
train,450,train_features_000450.pt,8,1024,0.09513449668884277
train,451,train_features_000451.pt,8,1024,0.09295821189880371
train,452,train_features_000452.pt,8,1024,0.09097909927368164
train,453,train_features_000453.pt,8,1024,0.14977025985717773
train,454,train_features_000454.pt,8,1024,0.09017443656921387
train,455,train_features_000455.pt,8,1024,0.1392381191253662
train,456,train_features_000456.pt,8,1024,0.0905754566192627
train,457,train_features_000457.pt,8,1024,0.09321212768554688
train,458,train_features_000458.pt,8,1024,0.09054899215698242
train,459,train_features_000459.pt,8,1024,0.09311413764953613
train,460,train_features_000460.pt,8,1024,0.13083410263061523
train,461,train_features_000461.pt,8,1024,0.11172795295715332
train,462,train_features_000462.pt,8,1024,0.09022951126098633
train,463,train_features_000463.pt,8,1024,0.09288406372070312
train,464,train_features_000464.pt,8,1024,0.09009218215942383
train,465,train_features_000465.pt,8,1024,0.13969087600708008
train,466,train_features_000466.pt,8,1024,0.09076881408691406
train,467,train_features_000467.pt,8,1024,0.0931234359741211
train,468,train_features_000468.pt,8,1024,0.09045243263244629
train,469,train_features_000469.pt,8,1024,0.09306669235229492
train,470,train_features_000470.pt,8,1024,0.09129691123962402
train,471,train_features_000471.pt,8,1024,0.09275150299072266
train,472,train_features_000472.pt,8,1024,0.09056806564331055
train,473,train_features_000473.pt,8,1024,0.09331107139587402
train,474,train_features_000474.pt,8,1024,0.09112334251403809
train,475,train_features_000475.pt,8,1024,0.09287118911743164
train,476,train_features_000476.pt,8,1024,0.09218144416809082
train,477,train_features_000477.pt,8,1024,0.13371658325195312
train,478,train_features_000478.pt,8,1024,0.09038257598876953
train,479,train_features_000479.pt,8,1024,0.11356878280639648
train,480,train_features_000480.pt,8,1024,0.09091663360595703
train,481,train_features_000481.pt,8,1024,0.09322261810302734
train,482,train_features_000482.pt,8,1024,0.09471392631530762
train,483,train_features_000483.pt,8,1024,0.09294414520263672
train,484,train_features_000484.pt,8,1024,0.09074211120605469
train,485,train_features_000485.pt,8,1024,0.09298872947692871
train,486,train_features_000486.pt,8,1024,0.08996844291687012
train,487,train_features_000487.pt,8,1024,0.0932166576385498
train,488,train_features_000488.pt,8,1024,0.09343147277832031
train,489,train_features_000489.pt,8,1024,0.1483612060546875
train,490,train_features_000490.pt,8,1024,0.09572100639343262
train,491,train_features_000491.pt,8,1024,0.12218165397644043
train,492,train_features_000492.pt,8,1024,0.10047078132629395
train,493,train_features_000493.pt,8,1024,0.1283280849456787
train,494,train_features_000494.pt,8,1024,0.11704754829406738
train,495,train_features_000495.pt,8,1024,0.0966634750366211
train,496,train_features_000496.pt,8,1024,0.08998823165893555
