path,relative_path,filename,file_size_bytes,file,original,split,modify_type,audio_model,fake_segments,audio_fake_segments,visual_fake_segments,video_frames,audio_frames,video_model,has_audio_stream,audio_decodable,audio_codec,sample_rate,channels,audio_duration,binary_label,visual_fake,audio_fake,condition,clip_group
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id01681/RCkE7cz9KvU/00242/real_p1.mp4,vox_celeb_2/id01681/RCkE7cz9KvU/00242/real_p1.mp4,real_p1.mp4,1987597,vox_celeb_2/id01681/RCkE7cz9KvU/00242/real_p1.mp4,vox_celeb_2/VoxCeleb2/dev/mp4/id01681/RCkE7cz9KvU/00242.mp4,val,real,,[],[],[],211,135168,,True,True,pcm_s16le,16000.0,1.0,8.32,0,0,0,real,vox_celeb_2/id01681/RCkE7cz9KvU/00242
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id07254/3iW4dY1_diM/00002/real_video_fake_audio_p1.mp4,vox_celeb_2/id07254/3iW4dY1_diM/00002/real_video_fake_audio_p1.mp4,real_video_fake_audio_p1.mp4,381411,vox_celeb_2/id07254/3iW4dY1_diM/00002/real_video_fake_audio_p1.mp4,vox_celeb_2/id07254/3iW4dY1_diM/00002/real.mp4,val,audio_modified,yourtts,"[[4.34, 4.56]]","[[4.34, 4.56]]",[],142,91200,,True,True,pcm_s16le,16000.0,1.0,5.712125,1,0,1,real_video_fake_audio,vox_celeb_2/id07254/3iW4dY1_diM/00002
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id07470/XZew_h84ofk/00048/real_video_fake_audio.mp4,vox_celeb_2/id07470/XZew_h84ofk/00048/real_video_fake_audio.mp4,real_video_fake_audio.mp4,343541,vox_celeb_2/id07470/XZew_h84ofk/00048/real_video_fake_audio.mp4,vox_celeb_2/id07470/XZew_h84ofk/00048/real.mp4,val,audio_modified,yourtts,"[[3.22, 3.82]]","[[3.22, 3.82]]",[],142,91136,,True,True,pcm_s16le,16000.0,1.0,5.632,1,0,1,real_video_fake_audio,vox_celeb_2/id07470/XZew_h84ofk/00048
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id06593/fee2Dv6By5Q/00097/real.mp4,vox_celeb_2/id06593/fee2Dv6By5Q/00097/real.mp4,real.mp4,527673,vox_celeb_2/id06593/fee2Dv6By5Q/00097/real.mp4,VoxCeleb2/dev/mp4/id06593/fee2Dv6By5Q/00097.mp4,val,real,,[],[],[],234,150528,,True,True,pcm_s16le,16000.0,1.0,9.344,0,0,0,real,vox_celeb_2/id06593/fee2Dv6By5Q/00097
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/lrs3/NI0yARyFoIM/00001/00001_p1.mp4,lrs3/NI0yARyFoIM/00001/00001_p1.mp4,00001_p1.mp4,3272626,lrs3/NI0yARyFoIM/00001/00001_p1.mp4,,val,real,,[],[],[],700,1234944,,True,True,pcm_s16le,16000.0,1.0,27.904,0,0,0,real,lrs3/NI0yARyFoIM/00001
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/lrs3/uhRhtFFhNzQ/00038/00038_p3.mp4,lrs3/uhRhtFFhNzQ/00038/00038_p3.mp4,00038_p3.mp4,1068237,lrs3/uhRhtFFhNzQ/00038/00038_p3.mp4,,val,real,,[],[],[],284,501760,,True,True,pcm_s16le,16000.0,1.0,11.264,0,0,0,real,lrs3/uhRhtFFhNzQ/00038
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id08693/QNr0r3Pvdaw/00071/fake_video_real_audio.mp4,vox_celeb_2/id08693/QNr0r3Pvdaw/00071/fake_video_real_audio.mp4,fake_video_real_audio.mp4,556733,vox_celeb_2/id08693/QNr0r3Pvdaw/00071/fake_video_real_audio.mp4,vox_celeb_2/id08693/QNr0r3Pvdaw/00071/real.mp4,val,visual_modified,,"[[6.0, 6.18]]",[],"[[6.0, 6.18]]",203,130048,Talklip,True,True,pcm_s16le,16000.0,1.0,8.064,1,1,0,fake_video_real_audio,vox_celeb_2/id08693/QNr0r3Pvdaw/00071
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id02432/B7aVXYe6ep8/00004/real.mp4,vox_celeb_2/id02432/B7aVXYe6ep8/00004/real.mp4,real.mp4,557310,vox_celeb_2/id02432/B7aVXYe6ep8/00004/real.mp4,VoxCeleb2/dev/mp4/id02432/B7aVXYe6ep8/00004.mp4,val,real,,[],[],[],256,163840,,True,True,pcm_s16le,16000.0,1.0,10.24,0,0,0,real,vox_celeb_2/id02432/B7aVXYe6ep8/00004
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id08392/OoT-AcD9V68/00253/fake_video_real_audio.mp4,vox_celeb_2/id08392/OoT-AcD9V68/00253/fake_video_real_audio.mp4,fake_video_real_audio.mp4,334120,vox_celeb_2/id08392/OoT-AcD9V68/00253/fake_video_real_audio.mp4,vox_celeb_2/id08392/OoT-AcD9V68/00253/real.mp4,val,visual_modified,,"[[2.88, 3.2]]",[],"[[2.88, 3.2]]",126,80896,Talklip,True,True,pcm_s16le,16000.0,1.0,4.992,1,1,0,fake_video_real_audio,vox_celeb_2/id08392/OoT-AcD9V68/00253
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id08459/xIso_s5OCVI/00186/real.mp4,vox_celeb_2/id08459/xIso_s5OCVI/00186/real.mp4,real.mp4,349456,vox_celeb_2/id08459/xIso_s5OCVI/00186/real.mp4,VoxCeleb2/dev/mp4/id08459/xIso_s5OCVI/00186.mp4,val,real,,[],[],[],183,117760,,True,True,pcm_s16le,16000.0,1.0,7.296,0,0,0,real,vox_celeb_2/id08459/xIso_s5OCVI/00186
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id08627/Louov9bC6yM/00035/real_video_fake_audio.mp4,vox_celeb_2/id08627/Louov9bC6yM/00035/real_video_fake_audio.mp4,real_video_fake_audio.mp4,448009,vox_celeb_2/id08627/Louov9bC6yM/00035/real_video_fake_audio.mp4,vox_celeb_2/id08627/Louov9bC6yM/00035/real.mp4,val,audio_modified,yourtts,"[[0.82, 1.54]]","[[0.82, 1.54]]",[],160,102912,,True,True,pcm_s16le,16000.0,1.0,6.4,1,0,1,real_video_fake_audio,vox_celeb_2/id08627/Louov9bC6yM/00035
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id01498/ZSC4OkiZzpQ/00050/real.mp4,vox_celeb_2/id01498/ZSC4OkiZzpQ/00050/real.mp4,real.mp4,519962,vox_celeb_2/id01498/ZSC4OkiZzpQ/00050/real.mp4,VoxCeleb2/dev/mp4/id01498/ZSC4OkiZzpQ/00050.mp4,val,real,,[],[],[],229,147456,,True,True,pcm_s16le,16000.0,1.0,9.088,0,0,0,real,vox_celeb_2/id01498/ZSC4OkiZzpQ/00050
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id01225/5O6om-jNAS4/00078/fake_video_real_audio.mp4,vox_celeb_2/id01225/5O6om-jNAS4/00078/fake_video_real_audio.mp4,fake_video_real_audio.mp4,835216,vox_celeb_2/id01225/5O6om-jNAS4/00078/fake_video_real_audio.mp4,vox_celeb_2/id01225/5O6om-jNAS4/00078/real.mp4,val,visual_modified,,"[[2.1, 2.6], [6.56, 6.76]]",[],"[[2.1, 2.6], [6.56, 6.76]]",322,206848,Talklip,True,True,pcm_s16le,16000.0,1.0,12.8,1,1,0,fake_video_real_audio,vox_celeb_2/id01225/5O6om-jNAS4/00078
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id06203/ZvxOoTljpUQ/00236/real.mp4,vox_celeb_2/id06203/ZvxOoTljpUQ/00236/real.mp4,real.mp4,372476,vox_celeb_2/id06203/ZvxOoTljpUQ/00236/real.mp4,VoxCeleb2//dev/mp4/id06203/ZvxOoTljpUQ/00236.mp4,val,real,,[],[],[],146,94208,,True,True,pcm_s16le,16000.0,1.0,5.76,0,0,0,real,vox_celeb_2/id06203/ZvxOoTljpUQ/00236
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id01509/jqbtAt91alI/00338/real.mp4,vox_celeb_2/id01509/jqbtAt91alI/00338/real.mp4,real.mp4,478507,vox_celeb_2/id01509/jqbtAt91alI/00338/real.mp4,VoxCeleb2/test/mp4/id01509/jqbtAt91alI/00338.mp4,val,real,,[],[],[],238,152576,,True,True,pcm_s16le,16000.0,1.0,9.472,0,0,0,real,vox_celeb_2/id01509/jqbtAt91alI/00338
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id06222/pYvfZgbEa18/00303/real.mp4,vox_celeb_2/id06222/pYvfZgbEa18/00303/real.mp4,real.mp4,304171,vox_celeb_2/id06222/pYvfZgbEa18/00303/real.mp4,VoxCeleb2/dev/mp4/id06222/pYvfZgbEa18/00303.mp4,val,real,,[],[],[],134,86016,,True,True,pcm_s16le,16000.0,1.0,5.248,0,0,0,real,vox_celeb_2/id06222/pYvfZgbEa18/00303
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id07254/fluRICZWKvg/00069/real_p1.mp4,vox_celeb_2/id07254/fluRICZWKvg/00069/real_p1.mp4,real_p1.mp4,1002034,vox_celeb_2/id07254/fluRICZWKvg/00069/real_p1.mp4,vox_celeb_2/VoxCeleb2/dev/mp4/id07254/fluRICZWKvg/00069.mp4,val,real,,[],[],[],264,168960,,True,True,pcm_s16le,16000.0,1.0,10.496,0,0,0,real,vox_celeb_2/id07254/fluRICZWKvg/00069
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id08348/i6SOG4hq_7g/00331/real_p1.mp4,vox_celeb_2/id08348/i6SOG4hq_7g/00331/real_p1.mp4,real_p1.mp4,1230048,vox_celeb_2/id08348/i6SOG4hq_7g/00331/real_p1.mp4,vox_celeb_2/VoxCeleb2//dev/mp4/id08348/i6SOG4hq_7g/00331.mp4,val,real,,[],[],[],458,293888,,True,True,pcm_s16le,16000.0,1.0,18.304,0,0,0,real,vox_celeb_2/id08348/i6SOG4hq_7g/00331
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id06414/76XyB1VSVOg/00039/fake_video_fake_audio.mp4,vox_celeb_2/id06414/76XyB1VSVOg/00039/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,363257,vox_celeb_2/id06414/76XyB1VSVOg/00039/fake_video_fake_audio.mp4,vox_celeb_2/id06414/76XyB1VSVOg/00039/real.mp4,val,both_modified,vits,"[[4.2, 4.7]]","[[4.2, 4.7]]","[[4.2, 4.7]]",156,99456,Talklip,True,True,pcm_s16le,16000.0,1.0,6.144,1,1,1,fake_video_fake_audio,vox_celeb_2/id06414/76XyB1VSVOg/00039
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id03757/IW6kNAkNHg0/00102/real.mp4,vox_celeb_2/id03757/IW6kNAkNHg0/00102/real.mp4,real.mp4,301097,vox_celeb_2/id03757/IW6kNAkNHg0/00102/real.mp4,VoxCeleb2/dev/mp4/id03757/IW6kNAkNHg0/00102.mp4,val,real,,[],[],[],157,101376,,True,True,pcm_s16le,16000.0,1.0,6.272,0,0,0,real,vox_celeb_2/id03757/IW6kNAkNHg0/00102
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/lrs3/NhmybGS7FLA/00011/real.mp4,lrs3/NhmybGS7FLA/00011/real.mp4,real.mp4,2330292,lrs3/NhmybGS7FLA/00011/real.mp4,lrs3/NhmybGS7FLA/00011/real.mp4,val,real,,[],[],[],684,438272,,True,True,pcm_s16le,16000.0,1.0,27.264,0,0,0,real,lrs3/NhmybGS7FLA/00011
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id03705/p08ouFK4U34/00422/fake_video_fake_audio.mp4,vox_celeb_2/id03705/p08ouFK4U34/00422/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,898097,vox_celeb_2/id03705/p08ouFK4U34/00422/fake_video_fake_audio.mp4,vox_celeb_2/id03705/p08ouFK4U34/00422/real.mp4,val,both_modified,vits,"[[0.5, 0.78], [1.08, 1.3]]","[[0.5, 0.78], [1.08, 1.3]]","[[0.5, 0.78], [1.08, 1.3]]",257,164288,Talklip,True,True,pcm_s16le,16000.0,1.0,10.24,1,1,1,fake_video_fake_audio,vox_celeb_2/id03705/p08ouFK4U34/00422
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id03685/br3h6m5U1ME/00028/real.mp4,vox_celeb_2/id03685/br3h6m5U1ME/00028/real.mp4,real.mp4,389451,vox_celeb_2/id03685/br3h6m5U1ME/00028/real.mp4,VoxCeleb2/dev/mp4/id03685/br3h6m5U1ME/00028.mp4,val,real,,[],[],[],188,120832,,True,True,pcm_s16le,16000.0,1.0,7.424,0,0,0,real,vox_celeb_2/id03685/br3h6m5U1ME/00028
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id05816/SCbhADNyfwg/00272/real.mp4,vox_celeb_2/id05816/SCbhADNyfwg/00272/real.mp4,real.mp4,762641,vox_celeb_2/id05816/SCbhADNyfwg/00272/real.mp4,VoxCeleb2/test/mp4/id05816/SCbhADNyfwg/00272.mp4,val,real,,[],[],[],358,229376,,True,True,pcm_s16le,16000.0,1.0,14.208,0,0,0,real,vox_celeb_2/id05816/SCbhADNyfwg/00272
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id05816/TlJn7y0aB2k/00316/fake_video_fake_audio.mp4,vox_celeb_2/id05816/TlJn7y0aB2k/00316/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,782552,vox_celeb_2/id05816/TlJn7y0aB2k/00316/fake_video_fake_audio.mp4,vox_celeb_2/id05816/TlJn7y0aB2k/00316/real.mp4,val,both_modified,vits_word,"[[1.88, 2.37], [5.45, 5.94]]","[[1.88, 2.37], [5.45, 5.94]]","[[1.88, 2.37], [5.45, 5.94]]",343,219828,Talklip,True,True,pcm_s16le,16000.0,1.0,13.696,1,1,1,fake_video_fake_audio,vox_celeb_2/id05816/TlJn7y0aB2k/00316
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/lrs3/uM1Ygy0tSp0/00012/00012_p2.mp4,lrs3/uM1Ygy0tSp0/00012/00012_p2.mp4,00012_p2.mp4,825326,lrs3/uM1Ygy0tSp0/00012/00012_p2.mp4,,val,real,,[],[],[],297,524288,,True,True,pcm_s16le,16000.0,1.0,11.776,0,0,0,real,lrs3/uM1Ygy0tSp0/00012
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id01224/Z7WRt--g-h4/00199/fake_video_fake_audio.mp4,vox_celeb_2/id01224/Z7WRt--g-h4/00199/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,788071,vox_celeb_2/id01224/Z7WRt--g-h4/00199/fake_video_fake_audio.mp4,vox_celeb_2/id01224/Z7WRt--g-h4/00199/real.mp4,val,both_modified,vits,"[[1.42, 1.56], [3.2, 3.48]]","[[1.42, 1.56], [3.2, 3.48]]","[[1.42, 1.56], [3.2, 3.48]]",275,176896,Talklip,True,True,pcm_s16le,16000.0,1.0,10.88,1,1,1,fake_video_fake_audio,vox_celeb_2/id01224/Z7WRt--g-h4/00199
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/lrs3/nshZ0SMsn9s/00012/00012_p3.mp4,lrs3/nshZ0SMsn9s/00012/00012_p3.mp4,00012_p3.mp4,1144460,lrs3/nshZ0SMsn9s/00012/00012_p3.mp4,,val,real,,[],[],[],300,529408,,True,True,pcm_s16le,16000.0,1.0,11.904,0,0,0,real,lrs3/nshZ0SMsn9s/00012
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id04538/d2aAF8FuGN8/00280/real.mp4,vox_celeb_2/id04538/d2aAF8FuGN8/00280/real.mp4,real.mp4,1021250,vox_celeb_2/id04538/d2aAF8FuGN8/00280/real.mp4,VoxCeleb2/dev/mp4/id04538/d2aAF8FuGN8/00280.mp4,val,real,,[],[],[],474,304128,,True,True,pcm_s16le,16000.0,1.0,18.944,0,0,0,real,vox_celeb_2/id04538/d2aAF8FuGN8/00280
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id08625/PWJC0CrU2mE/00084/real.mp4,vox_celeb_2/id08625/PWJC0CrU2mE/00084/real.mp4,real.mp4,416253,vox_celeb_2/id08625/PWJC0CrU2mE/00084/real.mp4,VoxCeleb2/dev/mp4/id08625/PWJC0CrU2mE/00084.mp4,val,real,,[],[],[],200,128000,,True,True,pcm_s16le,16000.0,1.0,8.0,0,0,0,real,vox_celeb_2/id08625/PWJC0CrU2mE/00084
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id01764/pOOMFUIJYVg/00432/real_video_fake_audio.mp4,vox_celeb_2/id01764/pOOMFUIJYVg/00432/real_video_fake_audio.mp4,real_video_fake_audio.mp4,664362,vox_celeb_2/id01764/pOOMFUIJYVg/00432/real_video_fake_audio.mp4,vox_celeb_2/id01764/pOOMFUIJYVg/00432/real.mp4,val,audio_modified,vits,"[[0.68, 0.86]]","[[0.68, 0.86]]",[],225,143872,,True,True,pcm_s16le,16000.0,1.0,8.96,1,0,1,real_video_fake_audio,vox_celeb_2/id01764/pOOMFUIJYVg/00432
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/lrs3/tIINqNUediU/00006/00006_p1.mp4,lrs3/tIINqNUediU/00006/00006_p1.mp4,00006_p1.mp4,4369646,lrs3/tIINqNUediU/00006/00006_p1.mp4,,val,real,,[],[],[],1225,2161664,,True,True,pcm_s16le,16000.0,1.0,48.896,0,0,0,real,lrs3/tIINqNUediU/00006
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id07462/pdEbguVR8R0/00199/real.mp4,vox_celeb_2/id07462/pdEbguVR8R0/00199/real.mp4,real.mp4,409419,vox_celeb_2/id07462/pdEbguVR8R0/00199/real.mp4,VoxCeleb2/dev/mp4/id07462/pdEbguVR8R0/00199.mp4,val,real,,[],[],[],164,105472,,True,True,pcm_s16le,16000.0,1.0,6.528,0,0,0,real,vox_celeb_2/id07462/pdEbguVR8R0/00199
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id07561/qHL-uwOUQTA/00094/real.mp4,vox_celeb_2/id07561/qHL-uwOUQTA/00094/real.mp4,real.mp4,813723,vox_celeb_2/id07561/qHL-uwOUQTA/00094/real.mp4,VoxCeleb2/dev/mp4/id07561/qHL-uwOUQTA/00094.mp4,val,real,,[],[],[],378,242688,,True,True,pcm_s16le,16000.0,1.0,15.104,0,0,0,real,vox_celeb_2/id07561/qHL-uwOUQTA/00094
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id00258/nmCCeD6Pj2o/00409/real_p1.mp4,vox_celeb_2/id00258/nmCCeD6Pj2o/00409/real_p1.mp4,real_p1.mp4,633460,vox_celeb_2/id00258/nmCCeD6Pj2o/00409/real_p1.mp4,vox_celeb_2/VoxCeleb2/dev/mp4/id00258/nmCCeD6Pj2o/00409.mp4,val,real,,[],[],[],236,151552,,True,True,pcm_s16le,16000.0,1.0,9.344,0,0,0,real,vox_celeb_2/id00258/nmCCeD6Pj2o/00409
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id08993/qnHXNM6tgRo/00495/real.mp4,vox_celeb_2/id08993/qnHXNM6tgRo/00495/real.mp4,real.mp4,328305,vox_celeb_2/id08993/qnHXNM6tgRo/00495/real.mp4,VoxCeleb2//dev/mp4/id08993/qnHXNM6tgRo/00495.mp4,val,real,,[],[],[],154,99328,,True,True,pcm_s16le,16000.0,1.0,6.144,0,0,0,real,vox_celeb_2/id08993/qnHXNM6tgRo/00495
