merge_key,split,path,relative_path,condition,binary_label,visual_fake,audio_fake,visual_positive_rate_default,visual_max,visual_mean,visual_top5_mean,visual_top10_mean,visual_top20_mean,audio_positive_rate_default,audio_max,audio_mean,audio_top5_mean,audio_top10_mean,audio_top20_mean
vox_celeb_2/id02270/V2m6cBeJrg8/00311/real_video_fake_audio.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id02270/V2m6cBeJrg8/00311/real_video_fake_audio.mp4,vox_celeb_2/id02270/V2m6cBeJrg8/00311/real_video_fake_audio.mp4,real_video_fake_audio,1,0,1,0.0625,0.57084059715271,0.2628013789653778,0.5336097478866577,0.5076953172683716,0.45363694429397583,0.0,0.4207700192928314,0.2877630293369293,0.41511261463165283,0.40576332807540894,0.38452914357185364
vox_celeb_2/id01681/RCkE7cz9KvU/00242/real_p1.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id01681/RCkE7cz9KvU/00242/real_p1.mp4,vox_celeb_2/id01681/RCkE7cz9KvU/00242/real_p1.mp4,real,0,0,0,0.390625,0.7411082983016968,0.453777551651001,0.6874525547027588,0.6636641621589661,0.6313695907592773,0.078125,0.6366586685180664,0.3292791545391083,0.6137638688087463,0.5592880845069885,0.4960206151008606
vox_celeb_2/id07254/3iW4dY1_diM/00002/real_video_fake_audio_p1.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id07254/3iW4dY1_diM/00002/real_video_fake_audio_p1.mp4,vox_celeb_2/id07254/3iW4dY1_diM/00002/real_video_fake_audio_p1.mp4,real_video_fake_audio,1,0,1,0.0,0.361396461725235,0.11428219079971313,0.3064602315425873,0.2834300696849823,0.2473771721124649,0.0,0.4274410307407379,0.24167609214782715,0.399369478225708,0.3846276104450226,0.3585401773452759
vox_celeb_2/id07470/XZew_h84ofk/00048/real_video_fake_audio.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id07470/XZew_h84ofk/00048/real_video_fake_audio.mp4,vox_celeb_2/id07470/XZew_h84ofk/00048/real_video_fake_audio.mp4,real_video_fake_audio,1,0,1,0.0625,0.6868628263473511,0.2467007339000702,0.607819139957428,0.5426307320594788,0.47802025079727173,0.0,0.3270714282989502,0.2247113287448883,0.3195405602455139,0.31358274817466736,0.29726752638816833
vox_celeb_2/id06593/fee2Dv6By5Q/00097/real.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id06593/fee2Dv6By5Q/00097/real.mp4,vox_celeb_2/id06593/fee2Dv6By5Q/00097/real.mp4,real,0,0,0,0.015625,0.6104802489280701,0.1404971182346344,0.4088412821292877,0.34680619835853577,0.28252604603767395,0.0,0.4993182122707367,0.2929255962371826,0.4891446530818939,0.4789060056209564,0.43310263752937317
lrs3/NI0yARyFoIM/00001/00001_p1.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/lrs3/NI0yARyFoIM/00001/00001_p1.mp4,lrs3/NI0yARyFoIM/00001/00001_p1.mp4,real,0,0,0,0.015625,0.6194648146629333,0.21544356644153595,0.4950528144836426,0.45941489934921265,0.38331714272499084,0.0,0.3965020477771759,0.18166115880012512,0.3535926938056946,0.3320649564266205,0.30214959383010864
lrs3/uhRhtFFhNzQ/00038/00038_p3.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/lrs3/uhRhtFFhNzQ/00038/00038_p3.mp4,lrs3/uhRhtFFhNzQ/00038/00038_p3.mp4,real,0,0,0,0.1875,0.8075349926948547,0.2535756826400757,0.7802109122276306,0.6957924962043762,0.6112723350524902,0.0,0.34159162640571594,0.22944501042366028,0.3287515938282013,0.32092413306236267,0.3098064661026001
vox_celeb_2/id08693/QNr0r3Pvdaw/00071/fake_video_real_audio.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id08693/QNr0r3Pvdaw/00071/fake_video_real_audio.mp4,vox_celeb_2/id08693/QNr0r3Pvdaw/00071/fake_video_real_audio.mp4,fake_video_real_audio,1,1,0,0.0,0.21719874441623688,0.07573610544204712,0.17474019527435303,0.1499556303024292,0.12905463576316833,0.0,0.3544432520866394,0.19690880179405212,0.3093257546424866,0.2894808351993561,0.26723599433898926
vox_celeb_2/id02432/B7aVXYe6ep8/00004/real.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id02432/B7aVXYe6ep8/00004/real.mp4,vox_celeb_2/id02432/B7aVXYe6ep8/00004/real.mp4,real,0,0,0,0.0,0.15979799628257751,0.03513447940349579,0.09971193224191666,0.08328210562467575,0.06858544051647186,0.0,0.4055284857749939,0.19251155853271484,0.3269025385379791,0.3038159906864166,0.2814636528491974
vox_celeb_2/id08392/OoT-AcD9V68/00253/fake_video_real_audio.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id08392/OoT-AcD9V68/00253/fake_video_real_audio.mp4,vox_celeb_2/id08392/OoT-AcD9V68/00253/fake_video_real_audio.mp4,fake_video_real_audio,1,1,0,0.453125,0.7933213114738464,0.48055166006088257,0.7738662958145142,0.752406656742096,0.7017107009887695,0.0,0.290622740983963,0.1594909131526947,0.2677978277206421,0.25825124979019165,0.2425074577331543
vox_celeb_2/id08459/xIso_s5OCVI/00186/real.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id08459/xIso_s5OCVI/00186/real.mp4,vox_celeb_2/id08459/xIso_s5OCVI/00186/real.mp4,real,0,0,0,0.0,0.2785077691078186,0.08231395483016968,0.252338171005249,0.22023282945156097,0.1788027286529541,0.0,0.3605022132396698,0.24105620384216309,0.34608685970306396,0.33268260955810547,0.3147638440132141
vox_celeb_2/id08627/Louov9bC6yM/00035/real_video_fake_audio.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id08627/Louov9bC6yM/00035/real_video_fake_audio.mp4,vox_celeb_2/id08627/Louov9bC6yM/00035/real_video_fake_audio.mp4,real_video_fake_audio,1,0,1,0.0,0.4181768596172333,0.22129985690116882,0.40000098943710327,0.39179345965385437,0.3639443814754486,0.0,0.48035553097724915,0.32265058159828186,0.4434615671634674,0.43418508768081665,0.41950133442878723
vox_celeb_2/id01498/ZSC4OkiZzpQ/00050/real.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id01498/ZSC4OkiZzpQ/00050/real.mp4,vox_celeb_2/id01498/ZSC4OkiZzpQ/00050/real.mp4,real,0,0,0,0.0,0.2078358232975006,0.05708099156618118,0.1872175931930542,0.15626539289951324,0.12660402059555054,0.0,0.4555027484893799,0.24027319252490997,0.4133567810058594,0.3930363953113556,0.3589657247066498
vox_celeb_2/id01225/5O6om-jNAS4/00078/fake_video_real_audio.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id01225/5O6om-jNAS4/00078/fake_video_real_audio.mp4,vox_celeb_2/id01225/5O6om-jNAS4/00078/fake_video_real_audio.mp4,fake_video_real_audio,1,1,0,0.0,0.2660835385322571,0.06307714432477951,0.2315240055322647,0.18937255442142487,0.14821501076221466,0.0,0.4404393434524536,0.20809736847877502,0.3721452057361603,0.3437647223472595,0.3142114281654358
vox_celeb_2/id06203/ZvxOoTljpUQ/00236/real.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id06203/ZvxOoTljpUQ/00236/real.mp4,vox_celeb_2/id06203/ZvxOoTljpUQ/00236/real.mp4,real,0,0,0,0.0,0.23561590909957886,0.05634581297636032,0.19049522280693054,0.16974301636219025,0.14506877958774567,0.0,0.24930669367313385,0.21409282088279724,0.2467043697834015,0.24475301802158356,0.24051499366760254
vox_celeb_2/id01509/jqbtAt91alI/00338/real.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id01509/jqbtAt91alI/00338/real.mp4,vox_celeb_2/id01509/jqbtAt91alI/00338/real.mp4,real,0,0,0,0.0,0.165975883603096,0.08388987183570862,0.16433756053447723,0.15750005841255188,0.14237770438194275,0.0,0.37988200783729553,0.25400274991989136,0.3488087058067322,0.33214521408081055,0.31784090399742126
vox_celeb_2/id06222/pYvfZgbEa18/00303/real.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id06222/pYvfZgbEa18/00303/real.mp4,vox_celeb_2/id06222/pYvfZgbEa18/00303/real.mp4,real,0,0,0,0.0,0.12125711888074875,0.03284623101353645,0.09241296350955963,0.08036702871322632,0.06618867069482803,0.0,0.32881227135658264,0.1920148879289627,0.31717199087142944,0.3043546974658966,0.2767289876937866
vox_celeb_2/id07254/fluRICZWKvg/00069/real_p1.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id07254/fluRICZWKvg/00069/real_p1.mp4,vox_celeb_2/id07254/fluRICZWKvg/00069/real_p1.mp4,real,0,0,0,0.078125,0.6951853632926941,0.18508760631084442,0.610528826713562,0.5432600378990173,0.42269304394721985,0.0,0.48803606629371643,0.2059444636106491,0.4658215641975403,0.43315061926841736,0.3859142065048218
vox_celeb_2/id08348/i6SOG4hq_7g/00331/real_p1.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id08348/i6SOG4hq_7g/00331/real_p1.mp4,vox_celeb_2/id08348/i6SOG4hq_7g/00331/real_p1.mp4,real,0,0,0,0.078125,0.5684900283813477,0.25144848227500916,0.5537385940551758,0.5142666101455688,0.44226759672164917,0.0,0.39433759450912476,0.22982579469680786,0.3637373149394989,0.34881606698036194,0.32884472608566284
vox_celeb_2/id06414/76XyB1VSVOg/00039/fake_video_fake_audio.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id06414/76XyB1VSVOg/00039/fake_video_fake_audio.mp4,vox_celeb_2/id06414/76XyB1VSVOg/00039/fake_video_fake_audio.mp4,fake_video_fake_audio,1,1,1,0.109375,0.7554486989974976,0.36220604181289673,0.7204358577728271,0.6424956321716309,0.5674734711647034,0.0,0.36951878666877747,0.19896425306797028,0.35809364914894104,0.34752678871154785,0.32421794533729553
vox_celeb_2/id03757/IW6kNAkNHg0/00102/real.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id03757/IW6kNAkNHg0/00102/real.mp4,vox_celeb_2/id03757/IW6kNAkNHg0/00102/real.mp4,real,0,0,0,0.0,0.1935793161392212,0.08698559552431107,0.18140000104904175,0.1706245243549347,0.15511344373226166,0.0,0.3909487724304199,0.262307345867157,0.38071510195732117,0.36788514256477356,0.3519854247570038
lrs3/NhmybGS7FLA/00011/real.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/lrs3/NhmybGS7FLA/00011/real.mp4,lrs3/NhmybGS7FLA/00011/real.mp4,real,0,0,0,0.03125,0.6435932517051697,0.24276643991470337,0.5369055271148682,0.48212844133377075,0.42801666259765625,0.0,0.35964876413345337,0.16906526684761047,0.31137287616729736,0.2855503261089325,0.2638905346393585
vox_celeb_2/id03705/p08ouFK4U34/00422/fake_video_fake_audio.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id03705/p08ouFK4U34/00422/fake_video_fake_audio.mp4,vox_celeb_2/id03705/p08ouFK4U34/00422/fake_video_fake_audio.mp4,fake_video_fake_audio,1,1,1,0.0,0.2346559315919876,0.06853047013282776,0.19020771980285645,0.1688699871301651,0.1394229531288147,0.0,0.49426183104515076,0.23270893096923828,0.467576801776886,0.4428255259990692,0.3944180905818939
vox_celeb_2/id03685/br3h6m5U1ME/00028/real.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id03685/br3h6m5U1ME/00028/real.mp4,vox_celeb_2/id03685/br3h6m5U1ME/00028/real.mp4,real,0,0,0,0.046875,0.7281737327575684,0.25836077332496643,0.5836675763130188,0.5015559792518616,0.4285215139389038,0.0,0.3609832227230072,0.197974294424057,0.34105217456817627,0.3119348883628845,0.285636842250824
vox_celeb_2/id05816/SCbhADNyfwg/00272/real.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id05816/SCbhADNyfwg/00272/real.mp4,vox_celeb_2/id05816/SCbhADNyfwg/00272/real.mp4,real,0,0,0,0.0,0.3439832031726837,0.0784248486161232,0.28704699873924255,0.23045571148395538,0.17372384667396545,0.0,0.3776923418045044,0.241316020488739,0.36150071024894714,0.343548059463501,0.32637593150138855
vox_celeb_2/id05816/TlJn7y0aB2k/00316/fake_video_fake_audio.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id05816/TlJn7y0aB2k/00316/fake_video_fake_audio.mp4,vox_celeb_2/id05816/TlJn7y0aB2k/00316/fake_video_fake_audio.mp4,fake_video_fake_audio,1,1,1,0.0625,0.6617980599403381,0.27221405506134033,0.5838682055473328,0.5242406725883484,0.46249818801879883,0.0,0.3343937397003174,0.2031874656677246,0.31885629892349243,0.3061458170413971,0.28202712535858154
lrs3/uM1Ygy0tSp0/00012/00012_p2.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/lrs3/uM1Ygy0tSp0/00012/00012_p2.mp4,lrs3/uM1Ygy0tSp0/00012/00012_p2.mp4,real,0,0,0,0.140625,0.7307876944541931,0.29488152265548706,0.6665859818458557,0.6292698979377747,0.5698565244674683,0.015625,0.5032669901847839,0.2572777271270752,0.43238896131515503,0.41520553827285767,0.3849029242992401
vox_celeb_2/id01224/Z7WRt--g-h4/00199/fake_video_fake_audio.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id01224/Z7WRt--g-h4/00199/fake_video_fake_audio.mp4,vox_celeb_2/id01224/Z7WRt--g-h4/00199/fake_video_fake_audio.mp4,fake_video_fake_audio,1,1,1,0.03125,0.5827874541282654,0.14573535323143005,0.4555704593658447,0.3764345645904541,0.30338603258132935,0.109375,0.5858045220375061,0.28899598121643066,0.5734273791313171,0.5503168702125549,0.5046226978302002
lrs3/nshZ0SMsn9s/00012/00012_p3.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/lrs3/nshZ0SMsn9s/00012/00012_p3.mp4,lrs3/nshZ0SMsn9s/00012/00012_p3.mp4,real,0,0,0,0.171875,0.6854330897331238,0.312186062335968,0.653907060623169,0.6243349313735962,0.5718677043914795,0.0,0.3951936364173889,0.20718353986740112,0.38360482454299927,0.36354774236679077,0.34139782190322876
vox_celeb_2/id04538/d2aAF8FuGN8/00280/real.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id04538/d2aAF8FuGN8/00280/real.mp4,vox_celeb_2/id04538/d2aAF8FuGN8/00280/real.mp4,real,0,0,0,0.265625,0.7112303972244263,0.379696786403656,0.6761994361877441,0.645599365234375,0.6061473488807678,0.0,0.2450794279575348,0.11198528110980988,0.2185410112142563,0.20714755356311798,0.1907721608877182
vox_celeb_2/id08625/PWJC0CrU2mE/00084/real.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id08625/PWJC0CrU2mE/00084/real.mp4,vox_celeb_2/id08625/PWJC0CrU2mE/00084/real.mp4,real,0,0,0,0.0,0.05615692958235741,0.021207362413406372,0.0505191870033741,0.04574761912226677,0.03986015170812607,0.0,0.31927725672721863,0.22669775784015656,0.3031154274940491,0.2904970347881317,0.2783149778842926
vox_celeb_2/id01764/pOOMFUIJYVg/00432/real_video_fake_audio.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id01764/pOOMFUIJYVg/00432/real_video_fake_audio.mp4,vox_celeb_2/id01764/pOOMFUIJYVg/00432/real_video_fake_audio.mp4,real_video_fake_audio,1,0,1,0.0,0.07555905729532242,0.023432834073901176,0.0602903887629509,0.05486200377345085,0.0461069792509079,0.0,0.28806835412979126,0.12842288613319397,0.25974345207214355,0.23772414028644562,0.21133194863796234
lrs3/tIINqNUediU/00006/00006_p1.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/lrs3/tIINqNUediU/00006/00006_p1.mp4,lrs3/tIINqNUediU/00006/00006_p1.mp4,real,0,0,0,0.0,0.1684274524450302,0.0586555153131485,0.1459735482931137,0.12809047102928162,0.10961653292179108,0.015625,0.6599286794662476,0.2805395722389221,0.4969229996204376,0.45777052640914917,0.4226222634315491
vox_celeb_2/id07462/pdEbguVR8R0/00199/real.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id07462/pdEbguVR8R0/00199/real.mp4,vox_celeb_2/id07462/pdEbguVR8R0/00199/real.mp4,real,0,0,0,0.484375,0.9142928123474121,0.49893802404403687,0.8925895690917969,0.8373844027519226,0.7787862420082092,0.0,0.23103252053260803,0.14083638787269592,0.20436279475688934,0.195987731218338,0.18846775591373444
vox_celeb_2/id07561/qHL-uwOUQTA/00094/real.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id07561/qHL-uwOUQTA/00094/real.mp4,vox_celeb_2/id07561/qHL-uwOUQTA/00094/real.mp4,real,0,0,0,0.015625,0.540256142616272,0.16196048259735107,0.44406062364578247,0.40294647216796875,0.3524663746356964,0.0,0.29069989919662476,0.21821434795856476,0.2824965715408325,0.27899259328842163,0.27358460426330566
vox_celeb_2/id00258/nmCCeD6Pj2o/00409/real_p1.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id00258/nmCCeD6Pj2o/00409/real_p1.mp4,vox_celeb_2/id00258/nmCCeD6Pj2o/00409/real_p1.mp4,real,0,0,0,0.015625,0.5574456453323364,0.25702527165412903,0.4790978729724884,0.4385283887386322,0.39049670100212097,0.0,0.29255715012550354,0.2007819414138794,0.28751519322395325,0.28237465023994446,0.2705649733543396
vox_celeb_2/id08993/qnHXNM6tgRo/00495/real.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id08993/qnHXNM6tgRo/00495/real.mp4,vox_celeb_2/id08993/qnHXNM6tgRo/00495/real.mp4,real,0,0,0,0.0,0.42982882261276245,0.2224135845899582,0.3748427629470825,0.347213476896286,0.32129496335983276,0.0,0.33695468306541443,0.23168715834617615,0.33319568634033203,0.3251948952674866,0.3100115954875946
vox_celeb_2/id04229/umZBOyLt_UA/00467/real.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id04229/umZBOyLt_UA/00467/real.mp4,vox_celeb_2/id04229/umZBOyLt_UA/00467/real.mp4,real,0,0,0,0.0,0.16902971267700195,0.04245805740356445,0.1331339180469513,0.11253934353590012,0.0934295654296875,0.140625,0.6315085887908936,0.2692262530326843,0.5910142660140991,0.5732799172401428,0.5152542591094971
vox_celeb_2/id02268/irA9myDvW-I/00036/fake_video_fake_audio.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id02268/irA9myDvW-I/00036/fake_video_fake_audio.mp4,vox_celeb_2/id02268/irA9myDvW-I/00036/fake_video_fake_audio.mp4,fake_video_fake_audio,1,1,1,0.0,0.23968426883220673,0.05644591525197029,0.187296062707901,0.1646079570055008,0.12753356993198395,0.0,0.24415360391139984,0.1446995735168457,0.24092957377433777,0.22920894622802734,0.21191875636577606
vox_celeb_2/id02301/nkNZWnJt_fM/00120/real.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id02301/nkNZWnJt_fM/00120/real.mp4,vox_celeb_2/id02301/nkNZWnJt_fM/00120/real.mp4,real,0,0,0,0.0,0.12801247835159302,0.03497108817100525,0.09350142627954483,0.08232753723859787,0.0676240622997284,0.0,0.3262961804866791,0.1808597296476364,0.3120911717414856,0.2913215756416321,0.2678603529930115
vox_celeb_2/id06432/MWvil1LptPQ/00136/real.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id06432/MWvil1LptPQ/00136/real.mp4,vox_celeb_2/id06432/MWvil1LptPQ/00136/real.mp4,real,0,0,0,0.0,0.11356009542942047,0.028225580230355263,0.09721595793962479,0.08760935813188553,0.07106246799230576,0.0,0.33347126841545105,0.17958906292915344,0.2933810353279114,0.27389511466026306,0.2517535984516144
vox_celeb_2/id04740/muv3tFHfzDY/00112/real.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id04740/muv3tFHfzDY/00112/real.mp4,vox_celeb_2/id04740/muv3tFHfzDY/00112/real.mp4,real,0,0,0,0.0,0.33566510677337646,0.11830218136310577,0.311208039522171,0.2778944671154022,0.2423911690711975,0.0625,0.5504441857337952,0.28522950410842896,0.5300757884979248,0.5138577222824097,0.47248271107673645
lrs3/TRE4Sll42lE/00006/00006_p1.mp4,train,/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/lrs3/TRE4Sll42lE/00006/00006_p1.mp4,lrs3/TRE4Sll42lE/00006/00006_p1.mp4,real,0,0,0,0.203125,0.6795223951339722,0.367723286151886,0.6366100311279297,0.6036267280578613,0.5693808794021606,0.0,0.3007137179374695,0.1555202603340149,0.28553515672683716,0.27097129821777344,0.24836032092571259
