path,relative_path,filename,file_size_bytes,file,original,split,modify_type,audio_model,fake_segments,audio_fake_segments,visual_fake_segments,video_frames,audio_frames,video_model,has_audio_stream,audio_decodable,audio_codec,sample_rate,channels,audio_duration,binary_label,visual_fake,audio_fake,condition
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id08397/SYkm3TVZUjU/00089/real.mp4,vox_celeb_2/id08397/SYkm3TVZUjU/00089/real.mp4,real.mp4,317845,vox_celeb_2/id08397/SYkm3TVZUjU/00089/real.mp4,VoxCeleb2/dev/mp4/id08397/SYkm3TVZUjU/00089.mp4,val,real,,[],[],[],141,91136,,True,True,pcm_s16le,16000.0,1.0,5.632,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id02721/7tfEYCoalj4/00059/real.mp4,vox_celeb_2/id02721/7tfEYCoalj4/00059/real.mp4,real.mp4,547697,vox_celeb_2/id02721/7tfEYCoalj4/00059/real.mp4,VoxCeleb2/dev/mp4/id02721/7tfEYCoalj4/00059.mp4,val,real,,[],[],[],264,168960,,True,True,pcm_s16le,16000.0,1.0,10.56,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id03433/jcKordFy4e0/00076/real.mp4,vox_celeb_2/id03433/jcKordFy4e0/00076/real.mp4,real.mp4,358181,vox_celeb_2/id03433/jcKordFy4e0/00076/real.mp4,VoxCeleb2/dev/mp4/id03433/jcKordFy4e0/00076.mp4,val,real,,[],[],[],207,133120,,True,True,pcm_s16le,16000.0,1.0,8.192,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id05256/Nb1E6dqOLcA/00197/real_video_fake_audio.mp4,vox_celeb_2/id05256/Nb1E6dqOLcA/00197/real_video_fake_audio.mp4,real_video_fake_audio.mp4,366355,vox_celeb_2/id05256/Nb1E6dqOLcA/00197/real_video_fake_audio.mp4,vox_celeb_2/id05256/Nb1E6dqOLcA/00197/real.mp4,val,audio_modified,vits,"[[0.74, 1.2]]","[[0.74, 1.2]]",[],154,99072,,True,True,pcm_s16le,16000.0,1.0,6.144,1,0,1,real_video_fake_audio
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id01225/Ooy8Z-LIuwo/00232/real.mp4,vox_celeb_2/id01225/Ooy8Z-LIuwo/00232/real.mp4,real.mp4,706672,vox_celeb_2/id01225/Ooy8Z-LIuwo/00232/real.mp4,VoxCeleb2/dev/mp4/id01225/Ooy8Z-LIuwo/00232.mp4,val,real,,[],[],[],276,177152,,True,True,pcm_s16le,16000.0,1.0,11.008,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id08903/NU-WkrqRHGc/00043/fake_video_fake_audio.mp4,vox_celeb_2/id08903/NU-WkrqRHGc/00043/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,470519,vox_celeb_2/id08903/NU-WkrqRHGc/00043/fake_video_fake_audio.mp4,vox_celeb_2/id08903/NU-WkrqRHGc/00043/real.mp4,val,both_modified,yourtts,"[[3.16, 3.56]]","[[3.16, 3.56]]","[[3.16, 3.56]]",170,109440,Talklip,True,True,pcm_s16le,16000.0,1.0,6.784,1,1,1,fake_video_fake_audio
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id07726/FFgJwtLcQZ0/00060/fake_video_fake_audio.mp4,vox_celeb_2/id07726/FFgJwtLcQZ0/00060/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,1264000,vox_celeb_2/id07726/FFgJwtLcQZ0/00060/fake_video_fake_audio.mp4,vox_celeb_2/id07726/FFgJwtLcQZ0/00060/real.mp4,val,both_modified,vits,"[[10.22, 10.54], [15.26, 15.5]]","[[10.22, 10.54], [15.26, 15.5]]","[[10.22, 10.54], [15.26, 15.5]]",467,300096,Talklip,True,True,pcm_s16le,16000.0,1.0,18.56,1,1,1,fake_video_fake_audio
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id01436/H1nsaOHNqXY/00014/fake_video_fake_audio.mp4,vox_celeb_2/id01436/H1nsaOHNqXY/00014/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,410132,vox_celeb_2/id01436/H1nsaOHNqXY/00014/fake_video_fake_audio.mp4,vox_celeb_2/id01436/H1nsaOHNqXY/00014/real.mp4,val,both_modified,yourtts,"[[1.62, 1.86]]","[[1.62, 1.86]]","[[1.62, 1.86]]",162,104064,Talklip,True,True,pcm_s16le,16000.0,1.0,6.4,1,1,1,fake_video_fake_audio
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id09171/mOCoBmkjJNI/00401/fake_video_fake_audio.mp4,vox_celeb_2/id09171/mOCoBmkjJNI/00401/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,1931077,vox_celeb_2/id09171/mOCoBmkjJNI/00401/fake_video_fake_audio.mp4,vox_celeb_2/id09171/mOCoBmkjJNI/00401/real.mp4,val,both_modified,vits_word,"[[0.46, 0.76], [2.08, 2.31], [4.05, 4.24], [25.8, 26.5]]","[[0.46, 0.76], [2.08, 2.31], [4.05, 4.24], [25.8, 26.5]]","[[0.46, 0.76], [2.08, 2.31], [4.05, 4.24], [25.8, 26.5]]",767,490825,Talklip,True,True,pcm_s16le,16000.0,1.0,30.592,1,1,1,fake_video_fake_audio
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id02306/WFLlXFx9gZg/00217/real_p1.mp4,vox_celeb_2/id02306/WFLlXFx9gZg/00217/real_p1.mp4,real_p1.mp4,1124350,vox_celeb_2/id02306/WFLlXFx9gZg/00217/real_p1.mp4,vox_celeb_2/VoxCeleb2/dev/mp4/id02306/WFLlXFx9gZg/00217.mp4,val,real,,[],[],[],176,112640,,True,True,pcm_s16le,16000.0,1.0,7.04,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id03298/Ag7OAHi9cuA/00097/fake_video_real_audio_p1.mp4,vox_celeb_2/id03298/Ag7OAHi9cuA/00097/fake_video_real_audio_p1.mp4,fake_video_real_audio_p1.mp4,331507,vox_celeb_2/id03298/Ag7OAHi9cuA/00097/fake_video_real_audio_p1.mp4,vox_celeb_2/id03298/Ag7OAHi9cuA/00097/real.mp4,val,visual_modified,,"[[1.92, 2.14]]",[],"[[1.92, 2.14]]",134,86016,Talklip,True,True,pcm_s16le,16000.0,1.0,5.387062,1,1,0,fake_video_real_audio
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id00168/wuXlATWDZVs/00475/fake_video_fake_audio_p1.mp4,vox_celeb_2/id00168/wuXlATWDZVs/00475/fake_video_fake_audio_p1.mp4,fake_video_fake_audio_p1.mp4,1083199,vox_celeb_2/id00168/wuXlATWDZVs/00475/fake_video_fake_audio_p1.mp4,vox_celeb_2/id00168/wuXlATWDZVs/00475/real.mp4,val,both_modified,vits,"[[1.18, 1.4], [9.74, 10.0]]","[[1.18, 1.4], [9.74, 10.0]]","[[1.18, 1.4], [9.74, 10.0]]",358,228544,Talklip,True,True,pcm_s16le,16000.0,1.0,14.208,1,1,1,fake_video_fake_audio
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id07637/A0G03ZoqZSI/00020/real.mp4,vox_celeb_2/id07637/A0G03ZoqZSI/00020/real.mp4,real.mp4,332522,vox_celeb_2/id07637/A0G03ZoqZSI/00020/real.mp4,VoxCeleb2/dev/mp4/id07637/A0G03ZoqZSI/00020.mp4,val,real,,[],[],[],127,81920,,True,True,pcm_s16le,16000.0,1.0,4.992,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id01832/yGJJrRQlJwA/00138/real.mp4,vox_celeb_2/id01832/yGJJrRQlJwA/00138/real.mp4,real.mp4,661416,vox_celeb_2/id01832/yGJJrRQlJwA/00138/real.mp4,VoxCeleb2/dev/mp4/id01832/yGJJrRQlJwA/00138.mp4,val,real,,[],[],[],294,188416,,True,True,pcm_s16le,16000.0,1.0,11.648,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id02222/tLftGyUsub0/00066/real.mp4,vox_celeb_2/id02222/tLftGyUsub0/00066/real.mp4,real.mp4,345494,vox_celeb_2/id02222/tLftGyUsub0/00066/real.mp4,VoxCeleb2/dev/mp4/id02222/tLftGyUsub0/00066.mp4,val,real,,[],[],[],167,107520,,True,True,pcm_s16le,16000.0,1.0,6.656,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id08064/fssz0pcF4lQ/00369/fake_video_fake_audio_p1.mp4,vox_celeb_2/id08064/fssz0pcF4lQ/00369/fake_video_fake_audio_p1.mp4,fake_video_fake_audio_p1.mp4,2220603,vox_celeb_2/id08064/fssz0pcF4lQ/00369/fake_video_fake_audio_p1.mp4,vox_celeb_2/id08064/fssz0pcF4lQ/00369/real.mp4,val,both_modified,vits,"[[3.26, 3.48], [4.52, 4.84]]","[[3.26, 3.48], [4.52, 4.84]]","[[3.26, 3.48], [4.52, 4.84]]",338,216768,Talklip,True,True,pcm_s16le,16000.0,1.0,13.44,1,1,1,fake_video_fake_audio
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/lrs3/ty5QtslaAHM/00012/real.mp4,lrs3/ty5QtslaAHM/00012/real.mp4,real.mp4,2316576,lrs3/ty5QtslaAHM/00012/real.mp4,lrs3/ty5QtslaAHM/00012/real.mp4,val,real,,[],[],[],465,297984,,True,True,pcm_s16le,16000.0,1.0,18.56,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id08348/JlqkRCBH6sY/00160/real_p1.mp4,vox_celeb_2/id08348/JlqkRCBH6sY/00160/real_p1.mp4,real_p1.mp4,707928,vox_celeb_2/id08348/JlqkRCBH6sY/00160/real_p1.mp4,vox_celeb_2/VoxCeleb2//dev/mp4/id08348/JlqkRCBH6sY/00160.mp4,val,real,,[],[],[],138,89088,,True,True,pcm_s16le,16000.0,1.0,5.504,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id05453/qwGO9zakh3E/00333/real.mp4,vox_celeb_2/id05453/qwGO9zakh3E/00333/real.mp4,real.mp4,291482,vox_celeb_2/id05453/qwGO9zakh3E/00333/real.mp4,VoxCeleb2/dev/mp4/id05453/qwGO9zakh3E/00333.mp4,val,real,,[],[],[],138,89088,,True,True,pcm_s16le,16000.0,1.0,5.504,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id01098/MbahbP3XRXw/00121/real_video_fake_audio.mp4,vox_celeb_2/id01098/MbahbP3XRXw/00121/real_video_fake_audio.mp4,real_video_fake_audio.mp4,590728,vox_celeb_2/id01098/MbahbP3XRXw/00121/real_video_fake_audio.mp4,vox_celeb_2/id01098/MbahbP3XRXw/00121/real.mp4,val,audio_modified,vits,"[[2.26, 2.52], [4.46, 5.1]]","[[2.26, 2.52], [4.46, 5.1]]",[],247,158848,,True,True,pcm_s16le,16000.0,1.0,9.856,1,0,1,real_video_fake_audio
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id01873/hVw9TPetqDI/00051/real.mp4,vox_celeb_2/id01873/hVw9TPetqDI/00051/real.mp4,real.mp4,370461,vox_celeb_2/id01873/hVw9TPetqDI/00051/real.mp4,VoxCeleb2/dev/mp4/id01873/hVw9TPetqDI/00051.mp4,val,real,,[],[],[],175,112640,,True,True,pcm_s16le,16000.0,1.0,6.912,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id06876/xfA8gILme5Q/00117/real_video_fake_audio.mp4,vox_celeb_2/id06876/xfA8gILme5Q/00117/real_video_fake_audio.mp4,real_video_fake_audio.mp4,353123,vox_celeb_2/id06876/xfA8gILme5Q/00117/real_video_fake_audio.mp4,vox_celeb_2/id06876/xfA8gILme5Q/00117/real.mp4,val,audio_modified,yourtts,"[[0.72, 1.44]]","[[0.72, 1.44]]",[],136,86912,,True,True,pcm_s16le,16000.0,1.0,5.44,1,0,1,real_video_fake_audio
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id04656/Z_JFBDW9eZE/00254/real.mp4,vox_celeb_2/id04656/Z_JFBDW9eZE/00254/real.mp4,real.mp4,471331,vox_celeb_2/id04656/Z_JFBDW9eZE/00254/real.mp4,VoxCeleb2/test/mp4/id04656/Z_JFBDW9eZE/00254.mp4,val,real,,[],[],[],207,133120,,True,True,pcm_s16le,16000.0,1.0,8.192,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id08373/W9rfMGaVAV4/00112/fake_video_real_audio.mp4,vox_celeb_2/id08373/W9rfMGaVAV4/00112/fake_video_real_audio.mp4,fake_video_real_audio.mp4,576818,vox_celeb_2/id08373/W9rfMGaVAV4/00112/fake_video_real_audio.mp4,vox_celeb_2/id08373/W9rfMGaVAV4/00112/real.mp4,val,visual_modified,,"[[1.62, 1.86]]",[],"[[1.62, 1.86]]",233,149504,Talklip,True,True,pcm_s16le,16000.0,1.0,9.216,1,1,0,fake_video_real_audio
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id04034/fVBfoDCtVOU/00122/fake_video_real_audio.mp4,vox_celeb_2/id04034/fVBfoDCtVOU/00122/fake_video_real_audio.mp4,fake_video_real_audio.mp4,491430,vox_celeb_2/id04034/fVBfoDCtVOU/00122/fake_video_real_audio.mp4,vox_celeb_2/id04034/fVBfoDCtVOU/00122/real.mp4,val,visual_modified,,"[[3.72, 4.38]]",[],"[[3.72, 4.38]]",179,114688,Talklip,True,True,pcm_s16le,16000.0,1.0,7.04,1,1,0,fake_video_real_audio
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/lrs3/uhRhtFFhNzQ/00024/00024_p2.mp4,lrs3/uhRhtFFhNzQ/00024/00024_p2.mp4,00024_p2.mp4,1383790,lrs3/uhRhtFFhNzQ/00024/00024_p2.mp4,,val,real,,[],[],[],390,688128,,True,True,pcm_s16le,16000.0,1.0,15.488,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id01163/p6_qlaBm3o8/00409/real.mp4,vox_celeb_2/id01163/p6_qlaBm3o8/00409/real.mp4,real.mp4,481828,vox_celeb_2/id01163/p6_qlaBm3o8/00409/real.mp4,VoxCeleb2/dev/mp4/id01163/p6_qlaBm3o8/00409.mp4,val,real,,[],[],[],219,140288,,True,True,pcm_s16le,16000.0,1.0,8.704,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id04557/47tCwltAKEw/00003/real.mp4,vox_celeb_2/id04557/47tCwltAKEw/00003/real.mp4,real.mp4,710274,vox_celeb_2/id04557/47tCwltAKEw/00003/real.mp4,VoxCeleb2/dev/mp4/id04557/47tCwltAKEw/00003.mp4,val,real,,[],[],[],340,218112,,True,True,pcm_s16le,16000.0,1.0,13.568,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id08438/4DoA1Ytox0w/00035/fake_video_fake_audio.mp4,vox_celeb_2/id08438/4DoA1Ytox0w/00035/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,686570,vox_celeb_2/id08438/4DoA1Ytox0w/00035/fake_video_fake_audio.mp4,vox_celeb_2/id08438/4DoA1Ytox0w/00035/real.mp4,val,both_modified,yourtts,"[[3.8, 3.98]]","[[3.8, 3.98]]","[[3.8, 3.98]]",245,156417,Talklip,True,True,pcm_s16le,16000.0,1.0,9.792,1,1,1,fake_video_fake_audio
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/lrs3/qyecmU5r9SI/00010/fake_video_fake_audio.mp4,lrs3/qyecmU5r9SI/00010/fake_video_fake_audio.mp4,fake_video_fake_audio.mp4,713711,lrs3/qyecmU5r9SI/00010/fake_video_fake_audio.mp4,lrs3/qyecmU5r9SI/00010/real.mp4,val,both_modified,yourtts,"[[2.294, 2.54]]","[[2.294, 2.54]]","[[2.294, 2.54]]",180,116736,Talklip,True,True,pcm_s16le,16000.0,1.0,7.168,1,1,1,fake_video_fake_audio
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id07360/fbgnieG9Z4g/00362/real_video_fake_audio.mp4,vox_celeb_2/id07360/fbgnieG9Z4g/00362/real_video_fake_audio.mp4,real_video_fake_audio.mp4,360733,vox_celeb_2/id07360/fbgnieG9Z4g/00362/real_video_fake_audio.mp4,vox_celeb_2/id07360/fbgnieG9Z4g/00362/real.mp4,val,audio_modified,vits,"[[1.8, 1.98]]","[[1.8, 1.98]]",[],134,86016,,True,True,pcm_s16le,16000.0,1.0,5.376,1,0,1,real_video_fake_audio
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id00947/VQD38WPAYDY/00062/real_p1.mp4,vox_celeb_2/id00947/VQD38WPAYDY/00062/real_p1.mp4,real_p1.mp4,438268,vox_celeb_2/id00947/VQD38WPAYDY/00062/real_p1.mp4,vox_celeb_2/VoxCeleb2/dev/mp4/id00947/VQD38WPAYDY/00062.mp4,val,real,,[],[],[],161,103424,,True,True,pcm_s16le,16000.0,1.0,6.4,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id03684/_3HVbg1xyhU/00135/fake_video_real_audio.mp4,vox_celeb_2/id03684/_3HVbg1xyhU/00135/fake_video_real_audio.mp4,fake_video_real_audio.mp4,498543,vox_celeb_2/id03684/_3HVbg1xyhU/00135/fake_video_real_audio.mp4,vox_celeb_2/id03684/_3HVbg1xyhU/00135/real.mp4,val,visual_modified,,"[[0.22, 0.56]]",[],"[[0.22, 0.56]]",191,122880,Talklip,True,True,pcm_s16le,16000.0,1.0,7.552,1,1,0,fake_video_real_audio
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id01864/zGwLIkdL7Es/00160/real.mp4,vox_celeb_2/id01864/zGwLIkdL7Es/00160/real.mp4,real.mp4,422747,vox_celeb_2/id01864/zGwLIkdL7Es/00160/real.mp4,VoxCeleb2/dev/mp4/id01864/zGwLIkdL7Es/00160.mp4,val,real,,[],[],[],158,101376,,True,True,pcm_s16le,16000.0,1.0,6.272,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id03689/SKA-u27YU1s/00035/real.mp4,vox_celeb_2/id03689/SKA-u27YU1s/00035/real.mp4,real.mp4,611731,vox_celeb_2/id03689/SKA-u27YU1s/00035/real.mp4,VoxCeleb2/dev/mp4/id03689/SKA-u27YU1s/00035.mp4,val,real,,[],[],[],305,195584,,True,True,pcm_s16le,16000.0,1.0,12.16,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id02152/z1e2ud1PHv4/00097/real_p1.mp4,vox_celeb_2/id02152/z1e2ud1PHv4/00097/real_p1.mp4,real_p1.mp4,1316404,vox_celeb_2/id02152/z1e2ud1PHv4/00097/real_p1.mp4,vox_celeb_2/VoxCeleb2/dev/mp4/id02152/z1e2ud1PHv4/00097.mp4,val,real,,[],[],[],413,265216,,True,True,pcm_s16le,16000.0,1.0,16.512,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id07121/OJTYTskLbec/00071/real.mp4,vox_celeb_2/id07121/OJTYTskLbec/00071/real.mp4,real.mp4,304353,vox_celeb_2/id07121/OJTYTskLbec/00071/real.mp4,VoxCeleb2/dev/mp4/id07121/OJTYTskLbec/00071.mp4,val,real,,[],[],[],157,101376,,True,True,pcm_s16le,16000.0,1.0,6.272,0,0,0,real
/home/jovyan/MSC_PROJECT/data/avdeepfake1mpp/extracted/val/val/vox_celeb_2/id02306/Q1MDO6lLfK4/00169/real_p1.mp4,vox_celeb_2/id02306/Q1MDO6lLfK4/00169/real_p1.mp4,real_p1.mp4,514698,vox_celeb_2/id02306/Q1MDO6lLfK4/00169/real_p1.mp4,vox_celeb_2/VoxCeleb2/dev/mp4/id02306/Q1MDO6lLfK4/00169.mp4,val,real,,[],[],[],156,100352,,True,True,pcm_s16le,16000.0,1.0,6.144,0,0,0,real
